OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0008331,07-02-2017,69,Export,USD,FLR025,64,21,10,174.20,1742.00,102.78
SO - 0008926,07-02-2017,161,Wholesale,USD,GUT930,36,15,7,221.10,1547.70,161.40
SO - 0009186,07-02-2017,74,Wholesale,USD,NXH382,58,19,9,1266.30,11396.70,835.76
SO - 0009304,07-02-2017,72,Wholesale,USD,GUT930,32,26,5,938.00,4690.00,684.74
SO - 0009357,07-02-2017,88,Wholesale,USD,AXW291,24,2,10,2391.90,23919.00,1793.93
SO - 0010018,07-02-2017,53,Distributor,USD,FLR025,65,12,9,1788.90,16100.10,1484.79
SO - 0010105,07-02-2017,62,Wholesale,USD,AXW291,3,4,10,221.10,2211.00,119.39
SO - 0010492,07-02-2017,105,Wholesale,USD,GUT930,31,26,6,3705.10,22230.60,2964.08
SO - 0008361,08-02-2017,106,Distributor,USD,AXW291,25,1,6,6056.80,36340.80,4118.62
SO - 0008404,08-02-2017,159,Distributor,USD,AXW291,16,24,9,2345.00,21105.00,1735.30
SO - 0008981,08-02-2017,49,Distributor,USD,AXW291,16,14,10,3819.00,38190.00,2482.35
SO - 0009817,08-02-2017,114,Wholesale,USD,FLR025,63,8,9,3879.30,34913.70,3219.82
SO - 0009897,08-02-2017,100,Wholesale,USD,FLR025,63,19,10,2700.10,27001.00,1755.07
SO - 0010548,08-02-2017,123,Export,USD,AXW291,23,14,12,5313.10,63757.20,2815.94
SO - 0009453,09-02-2017,77,Distributor,USD,FLR025,61,14,11,2586.20,28448.20,1965.51
SO - 0009757,09-02-2017,112,Wholesale,USD,AXW291,14,8,5,3859.20,19296.00,1929.60
SO - 0010020,09-02-2017,141,Distributor,USD,AXW291,6,6,8,1125.60,9004.80,585.31
SO - 0010153,09-02-2017,63,Wholesale,USD,AXW291,20,21,6,964.80,5788.80,578.88
SO - 0010262,09-02-2017,73,Wholesale,USD,AXW291,11,25,6,5118.80,30712.80,2303.46
SO - 0010477,09-02-2017,55,Export,USD,NXH382,60,4,10,1132.30,11323.00,452.92
SO - 0008215,10-02-2017,171,Wholesale,USD,NXH382,55,30,5,3979.80,19899.00,2467.48
SO - 0008847,10-02-2017,167,Wholesale,USD,NXH382,48,10,12,2391.90,28702.80,1387.30
SO - 0009120,10-02-2017,142,Wholesale,USD,AXW291,18,13,11,3939.60,43335.60,2560.74
SO - 0009225,10-02-2017,59,Wholesale,USD,AXW291,30,25,8,3142.30,25138.40,2608.11
SO - 0010175,10-02-2017,104,Distributor,USD,AXW291,15,17,7,3999.90,27999.30,1879.95
SO - 0010331,10-02-2017,33,Export,USD,NXH382,57,6,7,1145.70,8019.90,469.74
SO - 0010368,10-02-2017,99,Export,USD,AXW291,9,26,10,3825.70,38257.00,1759.82
SO - 0010604,10-02-2017,95,Wholesale,USD,NXH382,58,19,11,5078.60,55864.60,4113.67
SO - 0008279,11-02-2017,145,Distributor,USD,AXW291,7,30,12,2492.40,29908.80,996.96
SO - 0008911,11-02-2017,104,Wholesale,USD,NXH382,53,15,10,1078.70,10787.00,539.35
SO - 0009025,11-02-2017,135,Wholesale,USD,AXW291,13,4,7,1969.80,13788.60,1654.63
SO - 0009714,11-02-2017,4,Distributor,USD,AXW291,4,17,8,2881.00,23048.00,2189.56
SO - 0010089,11-02-2017,88,Wholesale,USD,FLR025,62,4,12,6452.10,77425.20,4580.99
SO - 0008747,12-02-2017,58,Export,USD,AXW291,5,18,8,2458.90,19671.20,1327.81
SO - 0008996,12-02-2017,50,Distributor,USD,FLR025,66,4,5,2921.20,14606.00,2366.17
SO - 0009154,12-02-2017,48,Wholesale,USD,AXW291,22,14,10,5118.80,51188.00,3890.29
SO - 0009873,12-02-2017,43,Wholesale,USD,GUT930,44,12,7,2646.50,18525.50,1482.04
SO - 0010405,12-02-2017,7,Wholesale,USD,AXW291,18,27,10,2512.50,25125.00,1030.13
SO - 0008377,13-02-2017,21,Distributor,USD,GUT930,39,3,9,3845.80,34612.20,1922.90
SO - 0008702,13-02-2017,153,Wholesale,USD,AXW291,27,17,10,1058.60,10586.00,539.89
SO - 0008777,13-02-2017,39,Distributor,USD,GUT930,37,20,6,167.50,1005.00,87.10
SO - 0008959,13-02-2017,119,Distributor,USD,NXH382,55,3,12,1889.40,22672.80,906.91
SO - 0009632,13-02-2017,87,Wholesale,USD,NXH382,53,14,6,1065.30,6391.80,745.71
SO - 0009712,13-02-2017,102,Wholesale,USD,AXW291,4,25,10,1072.00,10720.00,761.12
SO - 0010171,13-02-2017,29,Distributor,USD,AXW291,29,26,5,2492.40,12462.00,1296.05
SO - 0009386,14-02-2017,132,Wholesale,USD,AXW291,6,30,9,1326.60,11939.40,1061.28
SO - 0008520,15-02-2017,127,Wholesale,USD,GUT930,44,26,7,3879.30,27155.10,2754.30
SO - 0008927,15-02-2017,33,Distributor,USD,NXH382,55,14,8,1118.90,8951.20,593.02
SO - 0008955,15-02-2017,74,Wholesale,USD,NXH382,49,2,5,180.90,904.50,133.87
SO - 0008956,15-02-2017,137,Wholesale,USD,GUT930,38,14,9,1045.20,9406.80,888.42
SO - 0010517,15-02-2017,45,Wholesale,USD,NXH382,54,15,10,3852.50,38525.00,2234.45
SO - 0009179,16-02-2017,33,Wholesale,USD,AXW291,28,13,12,1139.00,13668.00,569.50
SO - 0009411,16-02-2017,22,Distributor,USD,AXW291,10,3,7,1118.90,7832.30,749.66
SO - 0009462,16-02-2017,151,Wholesale,USD,AXW291,2,27,8,247.90,1983.20,114.03
SO - 0009780,16-02-2017,55,Wholesale,USD,NXH382,53,26,11,1849.20,20341.20,906.11
SO - 0009939,16-02-2017,4,Export,USD,AXW291,3,13,11,2385.20,26237.20,1765.05
SO - 0010039,16-02-2017,171,Distributor,USD,GUT930,34,26,6,1996.60,11979.60,938.40
SO - 0010317,16-02-2017,144,Distributor,USD,AXW291,1,13,9,268.00,2412.00,222.44
SO - 0008226,17-02-2017,121,Wholesale,USD,AXW291,5,20,11,938.00,10318.00,684.74
SO - 0008275,17-02-2017,48,Wholesale,USD,NXH382,59,22,5,2552.70,12763.50,1225.30
SO - 0008310,17-02-2017,71,Wholesale,USD,AXW291,6,11,5,3819.00,19095.00,2940.63
SO - 0008456,17-02-2017,106,Export,USD,GUT930,36,19,8,2371.80,18974.40,1304.49
SO - 0008513,17-02-2017,112,Export,USD,FLR025,60,5,11,1340.00,14740.00,830.80
SO - 0008976,17-02-2017,25,Wholesale,USD,GUT930,32,10,6,254.60,1527.60,155.31
SO - 0009143,17-02-2017,27,Wholesale,USD,FLR025,64,18,11,2860.90,31469.90,2288.72
SO - 0009226,17-02-2017,7,Distributor,USD,NXH382,51,1,5,1125.60,5628.00,686.62
SO - 0009523,17-02-2017,25,Wholesale,USD,AXW291,28,30,7,1139.00,7973.00,455.60
SO - 0009528,17-02-2017,65,Export,USD,AXW291,13,4,6,201.00,1206.00,82.41
SO - 0009840,17-02-2017,84,Export,USD,AXW291,25,14,11,2003.30,22036.30,1121.85
SO - 0010129,17-02-2017,45,Wholesale,USD,GUT930,47,15,9,1105.50,9949.50,895.46
SO - 0010243,17-02-2017,38,Wholesale,USD,AXW291,28,26,11,1199.30,13192.30,515.70
SO - 0008389,18-02-2017,120,Wholesale,USD,AXW291,4,13,5,1929.60,9648.00,1485.79
SO - 0008495,18-02-2017,42,Wholesale,USD,AXW291,12,1,9,670.00,6030.00,435.50
SO - 0008611,18-02-2017,165,Distributor,USD,FLR025,66,28,7,1996.60,13976.20,1477.48
SO - 0008779,18-02-2017,78,Export,USD,AXW291,16,26,5,1132.30,5661.50,532.18
SO - 0008830,18-02-2017,151,Wholesale,USD,FLR025,61,25,11,1815.70,19972.70,1434.40
SO - 0009079,18-02-2017,25,Distributor,USD,GUT930,44,11,5,5956.30,29781.50,3216.40
SO - 0009273,18-02-2017,74,Distributor,USD,AXW291,2,15,7,3865.90,27061.30,1701.00
SO - 0009293,18-02-2017,57,Wholesale,USD,NXH382,50,1,8,3966.40,31731.20,2300.51
SO - 0009355,18-02-2017,61,Wholesale,USD,GUT930,40,19,12,2398.60,28783.20,1127.34
SO - 0010017,18-02-2017,175,Distributor,USD,GUT930,40,7,12,1246.20,14954.40,834.95
SO - 0010573,18-02-2017,145,Distributor,USD,AXW291,3,11,5,3028.40,15142.00,1907.89
SO - 0010668,18-02-2017,135,Wholesale,USD,GUT930,44,3,10,221.10,2211.00,90.65
SO - 0008194,19-02-2017,56,Wholesale,USD,NXH382,56,13,5,3892.70,19463.50,2102.06
SO - 0008199,19-02-2017,90,Distributor,USD,GUT930,46,15,5,1681.70,8408.50,1294.91
SO - 0008872,19-02-2017,103,Export,USD,AXW291,4,26,8,2479.00,19832.00,1735.30
SO - 0009013,19-02-2017,79,Wholesale,USD,FLR025,63,1,6,227.80,1366.80,109.34
SO - 0009058,19-02-2017,10,Wholesale,USD,AXW291,18,19,5,5179.10,25895.50,2434.18
SO - 0009428,19-02-2017,94,Wholesale,USD,NXH382,54,26,6,1943.00,11658.00,1165.80
SO - 0009758,19-02-2017,28,Wholesale,USD,AXW291,24,4,8,1031.80,8254.40,608.76
SO - 0009856,19-02-2017,105,Wholesale,USD,AXW291,25,15,11,3939.60,43335.60,2718.32
SO - 0010457,19-02-2017,56,Wholesale,USD,AXW291,15,25,12,1762.10,21145.20,1497.79
SO - 0010776,19-02-2017,125,Distributor,USD,NXH382,55,16,6,1051.90,6311.40,704.77
SO - 0008149,20-02-2017,135,Wholesale,USD,FLR025,64,5,11,1688.40,18572.40,894.85
SO - 0008322,20-02-2017,15,Wholesale,USD,AXW291,10,16,7,3926.20,27483.40,2002.36
SO - 0009198,20-02-2017,161,Wholesale,USD,GUT930,35,1,10,3959.70,39597.00,2930.18
SO - 0009429,20-02-2017,161,Export,USD,AXW291,24,2,10,1125.60,11256.00,709.13
SO - 0009480,20-02-2017,34,Export,USD,AXW291,20,15,10,1185.90,11859.00,640.39
SO - 0009695,20-02-2017,141,Distributor,USD,NXH382,59,13,12,1005.00,12060.00,613.05
SO - 0009937,20-02-2017,106,Wholesale,USD,GUT930,40,18,7,1943.00,13601.00,835.49
SO - 0008150,21-02-2017,118,Distributor,USD,AXW291,1,13,10,2619.70,26197.00,1938.58
SO - 0008411,21-02-2017,66,Distributor,USD,GUT930,43,11,9,6257.80,56320.20,3066.32
SO - 0008629,21-02-2017,129,Distributor,USD,GUT930,45,1,5,2358.40,11792.00,990.53
SO - 0008841,21-02-2017,64,Wholesale,USD,AXW291,20,3,6,5165.70,30994.20,2737.82
SO - 0009037,21-02-2017,15,Wholesale,USD,AXW291,11,25,7,2472.30,17306.10,1236.15
SO - 0009089,21-02-2017,33,Wholesale,USD,NXH382,53,1,8,268.00,2144.00,147.40
SO - 0009202,21-02-2017,39,Wholesale,USD,AXW291,21,21,7,2458.90,17212.30,1303.22
SO - 0009482,21-02-2017,40,Wholesale,USD,GUT930,34,26,11,3979.80,43777.80,2427.68
SO - 0009623,21-02-2017,154,Wholesale,USD,AXW291,7,5,12,5293.00,63516.00,3228.73
SO - 0010423,21-02-2017,121,Wholesale,USD,GUT930,40,27,7,3986.50,27905.50,2989.88
SO - 0010508,21-02-2017,84,Wholesale,USD,NXH382,47,30,10,1882.70,18827.00,1110.79
SO - 0010625,21-02-2017,45,Wholesale,USD,NXH382,48,15,9,2412.00,21708.00,1664.28
SO - 0008410,22-02-2017,10,Distributor,USD,GUT930,37,13,7,2358.40,16508.80,1462.21
SO - 0009491,22-02-2017,170,Wholesale,USD,AXW291,27,16,5,1125.60,5628.00,934.25
SO - 0009841,22-02-2017,125,Wholesale,USD,FLR025,63,26,7,1005.00,7035.00,432.15
SO - 0009865,22-02-2017,25,Wholesale,USD,FLR025,61,1,8,2485.70,19885.60,1168.28
SO - 0010386,22-02-2017,71,Export,USD,AXW291,25,9,12,5386.80,64641.60,4417.18
SO - 0010408,22-02-2017,136,Distributor,USD,NXH382,56,15,11,971.50,10686.50,505.18
SO - 0010414,22-02-2017,100,Distributor,USD,FLR025,66,19,9,2505.80,22552.20,1779.12
SO - 0010642,22-02-2017,117,Export,USD,GUT930,41,3,7,964.80,6753.60,588.53
SO - 0008239,23-02-2017,38,Wholesale,USD,NXH382,52,25,7,3986.50,27905.50,1634.47
SO - 0009308,23-02-2017,9,Distributor,USD,AXW291,30,27,6,1299.80,7798.80,675.90
SO - 0009322,23-02-2017,42,Distributor,USD,NXH382,54,16,12,5400.20,64802.40,3780.14
SO - 0009544,23-02-2017,13,Wholesale,USD,NXH382,58,16,11,2586.20,28448.20,1086.20
SO - 0009579,23-02-2017,82,Wholesale,USD,GUT930,45,23,6,1025.10,6150.60,635.56
SO - 0010067,23-02-2017,49,Export,USD,NXH382,56,10,11,2458.90,27047.90,1524.52
SO - 0010576,23-02-2017,117,Distributor,USD,GUT930,38,13,5,864.30,4321.50,363.01
SO - 0008333,24-02-2017,53,Wholesale,USD,AXW291,31,30,10,1876.00,18760.00,1106.84
SO - 0008550,24-02-2017,144,Wholesale,USD,AXW291,21,15,12,1038.50,12462.00,519.25
SO - 0008729,24-02-2017,147,Distributor,USD,AXW291,16,3,9,3504.10,31536.90,1997.34
SO - 0008739,24-02-2017,148,Wholesale,USD,FLR025,61,14,9,837.50,7537.50,561.13
SO - 0008939,24-02-2017,29,Wholesale,USD,AXW291,7,4,5,3718.50,18592.50,2751.69
SO - 0009393,24-02-2017,99,Distributor,USD,NXH382,48,29,5,1058.60,5293.00,709.26
SO - 0009474,24-02-2017,158,Distributor,USD,AXW291,31,26,6,254.60,1527.60,150.21
SO - 0010064,24-02-2017,168,Distributor,USD,AXW291,13,25,7,2592.90,18150.30,1089.02
SO - 0010156,24-02-2017,83,Distributor,USD,NXH382,56,25,9,2432.10,21888.90,1556.54
SO - 0010282,24-02-2017,164,Wholesale,USD,AXW291,28,25,9,1983.20,17848.80,1408.07
SO - 0008510,25-02-2017,107,Wholesale,USD,FLR025,65,20,5,3845.80,19229.00,2269.02
SO - 0008913,25-02-2017,67,Wholesale,USD,NXH382,48,25,7,1018.40,7128.80,814.72
SO - 0009221,25-02-2017,26,Wholesale,USD,NXH382,53,18,5,4020.00,20100.00,2170.80
SO - 0009347,25-02-2017,67,Distributor,USD,GUT930,36,12,10,5266.20,52662.00,4160.30
SO - 0009431,25-02-2017,48,Wholesale,USD,GUT930,39,5,10,3859.20,38592.00,1698.05
SO - 0009768,25-02-2017,61,Wholesale,USD,AXW291,11,3,5,2653.20,13266.00,1698.05
SO - 0009843,25-02-2017,113,Distributor,USD,AXW291,12,14,12,2284.70,27416.40,1690.68
SO - 0010198,25-02-2017,63,Wholesale,USD,AXW291,31,26,10,3008.30,30083.00,2075.73
SO - 0008295,26-02-2017,132,Wholesale,USD,FLR025,62,14,9,3162.40,28461.60,1739.32
SO - 0008439,26-02-2017,159,Export,USD,AXW291,17,21,9,971.50,8743.50,446.89
SO - 0009056,26-02-2017,107,Wholesale,USD,AXW291,19,4,7,1011.70,7081.90,708.19
SO - 0009220,26-02-2017,112,Distributor,USD,AXW291,2,20,12,3966.40,47596.80,1705.55
SO - 0009739,26-02-2017,163,Distributor,USD,FLR025,66,5,6,2706.80,16240.80,1786.49
SO - 0010708,26-02-2017,31,Wholesale,USD,GUT930,42,30,8,5152.30,41218.40,2576.15
SO - 0008501,27-02-2017,10,Wholesale,USD,AXW291,19,27,7,2525.90,17681.30,1338.73
SO - 0009604,27-02-2017,95,Export,USD,AXW291,5,8,9,1051.90,9467.10,820.48
SO - 0009855,27-02-2017,31,Wholesale,USD,AXW291,30,26,8,3477.30,27818.40,1947.29
SO - 0010076,27-02-2017,124,Wholesale,USD,GUT930,34,26,8,864.30,6914.40,630.94
SO - 0010301,27-02-2017,115,Wholesale,USD,AXW291,19,8,12,1065.30,12783.60,681.79
SO - 0010512,27-02-2017,32,Distributor,USD,AXW291,15,2,7,1775.50,12428.50,1473.67
SO - 0008158,28-02-2017,149,Distributor,USD,NXH382,47,26,10,951.40,9514.00,675.49
SO - 0008365,28-02-2017,65,Wholesale,USD,GUT930,33,15,11,3852.50,42377.50,1926.25
SO - 0008608,28-02-2017,32,Distributor,USD,GUT930,37,13,11,4020.00,44220.00,3417.00
SO - 0008682,28-02-2017,135,Wholesale,USD,AXW291,9,4,8,3819.00,30552.00,2635.11
SO - 0008708,28-02-2017,12,Distributor,USD,NXH382,56,25,9,3289.70,29607.30,1677.75
SO - 0009342,28-02-2017,118,Wholesale,USD,NXH382,52,7,6,1152.40,6914.40,576.20
SO - 0009502,28-02-2017,80,Distributor,USD,NXH382,57,18,5,214.40,1072.00,132.93
SO - 0010128,28-02-2017,157,Export,USD,FLR025,62,12,10,1038.50,10385.00,623.10
SO - 0010436,28-02-2017,95,Distributor,USD,GUT930,41,17,8,3892.70,31141.60,2919.53
SO - 0010588,28-02-2017,97,Wholesale,USD,AXW291,5,6,12,3852.50,46230.00,3082.00
SO - 0008419,01-03-2017,49,Wholesale,USD,GUT930,42,17,9,1038.50,9346.50,498.48
SO - 0008515,01-03-2017,80,Wholesale,USD,AXW291,19,7,10,227.80,2278.00,127.57
SO - 0008755,01-03-2017,41,Distributor,USD,AXW291,20,14,11,6023.30,66256.30,3915.15
SO - 0008989,01-03-2017,164,Distributor,USD,AXW291,28,14,11,3899.40,42893.40,2456.62
SO - 0009332,01-03-2017,143,Wholesale,USD,NXH382,58,11,8,1701.80,13614.40,1021.08
SO - 0009536,01-03-2017,94,Export,USD,AXW291,15,3,8,1849.20,14793.60,1442.38
SO - 0009696,01-03-2017,170,Wholesale,USD,AXW291,29,24,6,3845.80,23074.80,2961.27
SO - 0009801,01-03-2017,51,Distributor,USD,GUT930,36,25,10,1996.60,19966.00,1078.16
SO - 0009853,01-03-2017,154,Wholesale,USD,GUT930,41,6,12,1721.90,20662.80,964.26
SO - 0008222,02-03-2017,9,Wholesale,USD,AXW291,16,27,6,1125.60,6753.60,596.57
SO - 0008317,02-03-2017,28,Export,USD,GUT930,39,6,9,3484.00,31356.00,2891.72
SO - 0008675,02-03-2017,31,Wholesale,USD,NXH382,55,18,9,5735.20,51616.80,3383.77
SO - 0009244,02-03-2017,130,Wholesale,USD,AXW291,20,16,8,234.50,1876.00,154.77
SO - 0009834,02-03-2017,74,Distributor,USD,AXW291,28,2,9,1031.80,9286.20,794.49
SO - 0008492,03-03-2017,35,Distributor,USD,GUT930,35,22,10,1902.80,19028.00,1046.54
SO - 0009831,03-03-2017,160,Export,USD,AXW291,24,14,10,1313.20,13132.00,577.81
SO - 0010354,03-03-2017,60,Distributor,USD,NXH382,56,15,6,2639.80,15838.80,1768.67
SO - 0010690,03-03-2017,129,Distributor,USD,GUT930,42,19,5,5969.70,29848.50,4417.58
SO - 0008780,04-03-2017,114,Distributor,USD,GUT930,45,22,7,1085.40,7597.80,445.01
SO - 0009345,04-03-2017,150,Distributor,USD,FLR025,62,3,8,1105.50,8844.00,895.46
SO - 0009454,04-03-2017,31,Distributor,USD,FLR025,61,26,12,3999.90,47998.80,2159.95
SO - 0009647,04-03-2017,63,Distributor,USD,GUT930,41,14,10,1072.00,10720.00,718.24
SO - 0010197,04-03-2017,44,Wholesale,USD,GUT930,46,14,5,757.10,3785.50,423.98
SO - 0010523,04-03-2017,135,Distributor,USD,GUT930,33,7,10,2458.90,24589.00,2016.30
SO - 0010727,04-03-2017,135,Wholesale,USD,NXH382,49,19,12,227.80,2733.60,107.07
SO - 0010728,04-03-2017,115,Wholesale,USD,NXH382,51,14,9,167.50,1507.50,73.70
SO - 0008324,05-03-2017,21,Wholesale,USD,AXW291,8,4,7,3169.10,22183.70,2313.44
SO - 0009119,05-03-2017,84,Wholesale,USD,FLR025,62,14,7,1139.00,7973.00,683.40
SO - 0009125,05-03-2017,147,Distributor,USD,AXW291,22,9,10,1072.00,10720.00,428.80
SO - 0009237,05-03-2017,171,Distributor,USD,AXW291,24,15,9,180.90,1628.10,146.53
SO - 0009555,05-03-2017,174,Wholesale,USD,GUT930,35,8,7,1105.50,7738.50,906.51
SO - 0010693,05-03-2017,21,Wholesale,USD,AXW291,10,3,9,3289.70,29607.30,2500.17
SO - 0008260,06-03-2017,8,Wholesale,USD,AXW291,1,26,6,978.20,5869.20,684.74
SO - 0008498,06-03-2017,80,Distributor,USD,GUT930,37,21,7,2726.90,19088.30,2045.18
SO - 0008531,06-03-2017,63,Export,USD,AXW291,6,4,9,1989.90,17909.10,994.95
SO - 0008699,06-03-2017,42,Wholesale,USD,AXW291,31,18,12,3993.20,47918.40,1916.74
SO - 0008974,06-03-2017,33,Export,USD,AXW291,6,17,12,857.60,10291.20,488.83
SO - 0009490,06-03-2017,121,Distributor,USD,AXW291,28,21,7,2539.30,17775.10,1244.26
SO - 0009599,06-03-2017,42,Export,USD,GUT930,38,1,8,3999.90,31999.20,2159.95
SO - 0010147,06-03-2017,83,Wholesale,USD,AXW291,21,5,7,737.00,5159.00,368.50
SO - 0010252,06-03-2017,81,Wholesale,USD,GUT930,42,28,7,1159.10,8113.70,660.69
SO - 0008157,07-03-2017,106,Wholesale,USD,GUT930,34,26,7,3859.20,27014.40,1891.01
SO - 0008235,07-03-2017,45,Export,USD,GUT930,40,15,11,3959.70,43556.70,2375.82
SO - 0008532,07-03-2017,72,Wholesale,USD,GUT930,42,5,11,938.00,10318.00,675.36
SO - 0008541,07-03-2017,86,Wholesale,USD,NXH382,54,13,6,3939.60,23637.60,2206.18
SO - 0008640,07-03-2017,12,Distributor,USD,GUT930,32,26,6,1701.80,10210.80,816.86
SO - 0009754,07-03-2017,117,Distributor,USD,GUT930,35,17,6,1085.40,6512.40,770.63
SO - 0010144,07-03-2017,43,Wholesale,USD,AXW291,9,18,7,1031.80,7222.60,577.81
SO - 0010392,07-03-2017,166,Export,USD,GUT930,41,2,11,1326.60,14592.60,1101.08
SO - 0010754,07-03-2017,43,Distributor,USD,GUT930,37,6,9,1963.10,17667.90,1629.37
SO - 0008211,08-03-2017,6,Wholesale,USD,AXW291,24,25,12,1112.20,13346.40,645.08
SO - 0008478,08-03-2017,9,Distributor,USD,AXW291,8,25,12,3919.50,47034.00,2273.31
SO - 0008797,08-03-2017,106,Wholesale,USD,AXW291,14,5,7,1829.10,12803.70,969.42
SO - 0008821,08-03-2017,5,Wholesale,USD,NXH382,57,17,7,2398.60,16790.20,1439.16
SO - 0009158,08-03-2017,3,Wholesale,USD,GUT930,45,1,11,1306.50,14371.50,1084.40
SO - 0009182,08-03-2017,97,Distributor,USD,NXH382,54,1,12,3825.70,45908.40,3175.33
SO - 0009319,08-03-2017,38,Distributor,USD,GUT930,33,3,8,1078.70,8629.60,442.27
SO - 0009410,08-03-2017,153,Wholesale,USD,NXH382,51,25,10,2525.90,25259.00,1288.21
SO - 0009591,08-03-2017,155,Wholesale,USD,GUT930,34,5,8,3959.70,31677.60,1663.07
SO - 0009625,08-03-2017,103,Wholesale,USD,AXW291,5,20,12,897.80,10773.60,574.59
SO - 0009926,08-03-2017,154,Wholesale,USD,FLR025,62,17,8,167.50,1340.00,77.05
SO - 0010634,08-03-2017,15,Wholesale,USD,GUT930,43,23,11,1192.60,13118.60,644.00
SO - 0010775,08-03-2017,161,Distributor,USD,AXW291,2,15,10,201.00,2010.00,168.84
SO - 0010780,08-03-2017,117,Distributor,USD,GUT930,46,2,7,3886.00,27202.00,2914.50
SO - 0008789,09-03-2017,163,Distributor,USD,NXH382,54,6,6,1869.30,11215.80,1028.12
SO - 0008820,09-03-2017,106,Wholesale,USD,GUT930,39,12,8,3819.00,30552.00,2253.21
SO - 0009118,09-03-2017,7,Wholesale,USD,AXW291,14,14,9,2505.80,22552.20,1303.02
SO - 0009649,09-03-2017,57,Wholesale,USD,AXW291,25,13,8,1078.70,8629.60,744.30
SO - 0009722,09-03-2017,145,Distributor,USD,AXW291,25,15,10,5614.60,56146.00,3761.78
SO - 0010402,09-03-2017,25,Wholesale,USD,FLR025,64,18,10,5159.00,51590.00,3301.76
SO - 0010689,09-03-2017,163,Wholesale,USD,NXH382,57,14,7,1708.50,11959.50,1042.19
SO - 0010781,09-03-2017,162,Wholesale,USD,AXW291,3,14,8,984.90,7879.20,827.32
SO - 0008338,10-03-2017,67,Wholesale,USD,AXW291,12,26,7,5427.00,37989.00,2170.80
SO - 0008372,10-03-2017,86,Export,USD,AXW291,16,26,5,938.00,4690.00,534.66
SO - 0008424,10-03-2017,105,Wholesale,USD,AXW291,25,6,9,3832.40,34491.60,2069.50
SO - 0008862,10-03-2017,33,Distributor,USD,GUT930,35,22,5,871.00,4355.00,444.21
SO - 0008865,10-03-2017,53,Wholesale,USD,GUT930,46,1,7,2874.30,20120.10,1667.09
SO - 0009282,10-03-2017,49,Wholesale,USD,GUT930,32,11,12,1051.90,12622.80,546.99
SO - 0009678,10-03-2017,52,Distributor,USD,AXW291,15,3,11,5159.00,56749.00,2785.86
SO - 0010203,10-03-2017,151,Distributor,USD,NXH382,55,1,11,241.20,2653.20,161.60
SO - 0010494,10-03-2017,30,Wholesale,USD,GUT930,36,13,11,2773.80,30511.80,1414.64
SO - 0010532,10-03-2017,28,Wholesale,USD,NXH382,56,26,12,241.20,2894.40,127.84
SO - 0008277,11-03-2017,101,Export,USD,NXH382,55,5,12,964.80,11577.60,472.75
SO - 0008681,11-03-2017,58,Wholesale,USD,NXH382,58,14,10,2619.70,26197.00,1859.99
SO - 0009181,11-03-2017,11,Wholesale,USD,AXW291,6,5,11,1098.80,12086.80,922.99
SO - 0009675,11-03-2017,44,Wholesale,USD,GUT930,38,4,8,1078.70,8629.60,658.01
SO - 0009832,11-03-2017,105,Wholesale,USD,GUT930,40,13,6,268.00,1608.00,227.80
SO - 0010287,11-03-2017,100,Wholesale,USD,AXW291,22,18,10,4013.30,40133.00,3210.64
SO - 0008312,12-03-2017,31,Wholesale,USD,NXH382,56,25,9,1862.60,16763.40,1192.06
SO - 0008390,12-03-2017,161,Wholesale,USD,NXH382,57,6,9,207.70,1869.30,95.54
SO - 0008574,12-03-2017,117,Distributor,USD,GUT930,31,5,11,917.90,10096.90,706.78
SO - 0008695,12-03-2017,7,Distributor,USD,AXW291,9,13,10,3618.00,36180.00,2930.58
SO - 0009311,12-03-2017,61,Wholesale,USD,GUT930,31,25,5,1165.80,5829.00,571.24
SO - 0009825,12-03-2017,128,Wholesale,USD,AXW291,25,5,11,247.90,2726.90,146.26
SO - 0010034,12-03-2017,105,Wholesale,USD,GUT930,43,3,6,884.40,5306.40,619.08
SO - 0008127,13-03-2017,90,Distributor,USD,GUT930,33,1,5,1105.50,5527.50,718.58
SO - 0008302,13-03-2017,67,Distributor,USD,AXW291,6,12,6,3872.60,23235.60,3252.98
SO - 0008987,13-03-2017,135,Distributor,USD,AXW291,16,25,6,2244.50,13467.00,1077.36
SO - 0009018,13-03-2017,112,Wholesale,USD,GUT930,37,26,7,1735.30,12147.10,1180.00
SO - 0009110,13-03-2017,112,Wholesale,USD,AXW291,31,4,7,1212.70,8488.90,812.51
SO - 0009159,13-03-2017,168,Wholesale,USD,AXW291,7,29,5,3222.70,16113.50,2610.39
SO - 0009262,13-03-2017,159,Distributor,USD,GUT930,33,25,8,2639.80,21118.40,1689.47
SO - 0009844,13-03-2017,15,Wholesale,USD,FLR025,65,13,5,2405.30,12026.50,986.17
SO - 0009858,13-03-2017,163,Export,USD,AXW291,12,4,8,1132.30,9058.40,917.16
SO - 0009870,13-03-2017,145,Distributor,USD,AXW291,11,17,9,3852.50,34672.50,2311.50
SO - 0009877,13-03-2017,35,Wholesale,USD,NXH382,49,2,5,6231.00,31155.00,4174.77
SO - 0009901,13-03-2017,105,Distributor,USD,GUT930,39,16,10,1983.20,19832.00,1269.25
